Year,Agency Name,Name of Donor (Individual or Firm),Type of Donation,Value of Donation
2022,Education (Department of),Peter Ma,Money,"$9,999.00"
2022,Education (Department of),The Nest+M Parent Teacher Association Inc,Money,"$705,529.00"
2022,Education (Department of),The New York Life Foundation,Money,"$51,500.00"
2022,Education (Department of),The River School – PS 281 Parent Teacher Association,Money,"$135,000.00"
2022,Education (Department of),The River School PS 281 PTA Assoc.,Money,"$26,756.30"
2022,Education (Department of),The River School PS281 PTA Assoc.,Money,"$34,524.00"
2022,Education (Department of),The Staten Island Foundation,Money,"$85,000.00"
2022,Education (Department of),The Tribeca Learning Center (PS 150) PTA,Money,"$210,000.00"
2022,Education (Department of),Tibernia Production,Money,"$30,000.00"
2022,Education (Department of),Tides Foundation,Money,"$158,729.00"
2022,Education (Department of),Tiger Foundation,Money,"$71,898.00"
2022,Education (Department of),Townsend Harris Alumni Association,Money,"$9,500.00"
2022,Education (Department of),Tsai Foundation,Money,"$12,851.00"
2022,Education (Department of),UFT,Money,"$54,801.59"
2022,Education (Department of),UFT Edu Foundation,Money,"$4,049,305.00"
2022,Education (Department of),UFT Education Foundation,Money,"$1,844,969.00"
2022,Education (Department of),Uncommon NYC Charter Schools,Money,"$86,249.00"
2022,Education (Department of),United Federation of Teachers,Money,"$406,063.02"
2022,Education (Department of),United Stated Marine Corps,Money,"$145,397.06"
2022,Education (Department of),United States Department of Education (USDE),Money,"$5,999,998.00"
2022,Education (Department of),United Way of NY,Money,"$25,897.00"
2022,Education (Department of),Unites States Navy,Money,"$147,117.20"
2022,Education (Department of),University of Texas,Money,"$115,470.00"
2022,Education (Department of),Unrestricted school support - Various,Money,"$106,565.00"
2022,Education (Department of),US Department of Education,Money,"$23,532,572.00"
2022,Education (Department of),"US Department of Education, Washington, DC",Money,"$2,985,000.00"
2022,Education (Department of),US Dept. of Education - Federal Grant,Money,"$695,066.00"
2022,Education (Department of),US NAVY,Money,"$61,478.00"
2022,Education (Department of),USDOE,Money,"$9,313,353.00"
2022,Education (Department of),used,Money,"$15,211,749.00"
2022,Education (Department of),Verizon,Money,"$173,000.00"
2022,Education (Department of),Wagner Middle School 167 Parents Association,Money,"$420,000.00"
2022,Education (Department of),Wagner MS 167 Parent Association,Money,"$100,000.00"
2022,Education (Department of),Walentas Foundation,Money,"$1,403,266.00"
2022,Education (Department of),Walkabout Education,Money,"$5,837.00"
2022,Education (Department of),Walter Brown Estate,Money,"$28,775.00"
2022,Education (Department of),Wells Fargo,Money,"$92,925.00"
2022,Education (Department of),West Village Residencies,Money,"$166,665.00"
2022,Education (Department of),Whole School Mindfulness,Money,"$5,715.95"
2022,Education (Department of),XQ Institute,Money,"$851,651.00"
2022,Education (Department of),Yorkville Community School PS 151 Parent Teacher Association,Money,"$333,220.00"
2022,Education (Department of),Yorkville Community School PS 151 PTA,Money,"$118,460.00"
2022,Education (Department of),Yorkville Community Schools PS 151 Parent-Teacher Association,Money,"$9,700.00"
2022,Education (Department of),Signature Bank,Money,"$9,965.00"
2022,Education (Department of),Carnegie Corporation,Money,"$9,000.00"
2022,Education (Department of),Camp NYC Inc.,In Kind,"$23,500.00"
2022,Education (Department of),Dynamic Automotive,In Kind,"$5,350.00"
2022,Education (Department of),Woodbury Jewish Center,In Kind,"$6,000.00"
2022,Education (Department of),Edison Frazer,Money,"$19,998.00"
2022,Education (Department of),National Academy Foundation,Money,"$5,000.00"
2022,Education (Department of),Rene Plessmer,Money,"$9,995.00"
2022,Education (Department of),Universal Televsion,Money,"$10,000.00"
2022,Education (Department of),May Lee,Money,"$9,000.00"
2022,Education (Department of),Elle Yormack,Money,"$7,119.00"
2022,Education (Department of),Christa Lynch,Money,"$5,000.00"
2022,Education (Department of),Sonia Campisi,Money,"$9,000.00"
2022,Education (Department of),Sarah Hale,Money,"$10,000.00"
2022,Education (Department of),NYC First,Money,"$5,000.00"
2022,Education (Department of),Nelson Tung/Cissy Belfiore,Money,"$9,260.00"
2022,Education (Department of),PTA 14K031,Money,"$5,000.00"
2022,Education (Department of),DonorsChoose (FY 2022),In Kind,"$6,667,315.00"
2022,Emergency Management (Office of),No donations to report,,
2022,Employees' Retirement System,No donations to report,,
2022,Environmental Control Board,No donations to report,,
2022,Environmental Protection (Department of),American Water Works Association,Travel expenses,"$6,421.05"
2022,Environmental Protection (Department of),New York Water Environment Association Metropolitan Chapter,Travel expenses,"$33,980.60"
2022,Environmental Protection (Department of),"Water Research Foundation, Water Environment Federation, National Association of Clean Water Agencies",Travel expenses,"$5,527.00"
2022,Equal Employment Practices Commission,No donations to report,,
2022,Finance (Department of),No donations to report,,
2022,Financial Information Services Agency / Office of Payroll Administration,No donations to report,,
2022,Fire Department,FDNY Foundation,Money and In-Kind,"$6,028,003.44"
2022,Fire Pension Fund,No donations to report,,
2022,Franchise Concession Review Committee,No donations to report,,
2022,Health and Hospitals Corporation,Avinadav Siev Trust,Monetary,"$10,000.00"
2022,Health and Hospitals Corporation,Goldman Sachs Gives,Monetary,"$9,851.50"
2022,Health and Hospitals Corporation,Ardea Partners,Monetary,"$5,000.00"
2022,Health and Hospitals Corporation,Modestine Fullilove,Monetary,"$12,000.00"
2022,Health and Hospitals Corporation,Bank of America Charitable Gift Fund,Monetary,"$8,000.00"
2022,Health and Hospitals Corporation,Benjamin Forester Stein,Monetary,"$100,000.00"
2022,Health and Hospitals Corporation,National Philanthropic Trust,Monetary,"$5,000.00"
2022,Health and Hospitals Corporation,Jeffrey H. & Shari L. Aronson Foundation,Monetary,"$300,000.00"
2022,Health and Hospitals Corporation,Marse Group,Monetary,"$110,795.00"
2022,Health and Hospitals Corporation,The New York Community Trust,Monetary,"$1,000,000.00"
2022,Health and Hospitals Corporation,The J.P. Morgan Charitable Giving Fund,Monetary,"$10,000.00"
2022,Health and Hospitals Corporation,Mary W. Harriman Foundation,Monetary,"$10,000.00"
2022,Health and Hospitals Corporation,Mayor's Fund to Advance New York City,Monetary,"$93,000.00"
2022,Health and Hospitals Corporation,Roots & Wings Foundation,Monetary,"$510,000.00"
2022,Health and Hospitals Corporation,Robin Hood Foundation,Monetary,"$33,920.00"
2022,Health and Hospitals Corporation,Ira W. DeCamp Foundation,Monetary,"$82,500.00"
2022,Health and Hospitals Corporation,"George Link, Jr. Foundation",Monetary,"$75,000.00"
2022,Health and Hospitals Corporation,George Gottlieb,Monetary,"$5,000.00"
2022,Health and Hospitals Corporation,Shaw Family Endowment Fund,Monetary,"$500,000.00"
2022,Health and Hospitals Corporation,Baby2Baby,In-Kind,"$31,500.00"
2022,Health and Hospitals Corporation,Megan Schaugaard,In-Kind,"$7,000.00"
2022,Health and Hospitals Corporation,Robert Fishko,In-Kind,"$40,000.00"
2022,Health and Hospitals Corporation,Dr. Lawrence Limb,In-Kind,"$56,020.00"
2022,Health and Mental Hygiene (Department of),Bioridge & Auvi Q,In-Kind,"$1,305,150.00"
2022,Homeless Services (Department of),Uniqlo,In-Kind,"$50,000.00"
2022,Homeless Services (Department of),Thompson Family Benevolent Fund,Money,"$30,000.00"
2022,Homeless Services (Department of),"NYC Service multiple partners, Law Dept. PS 150, HRA",In-Kind,"$31,920.00"
2022,Homeless Services (Department of),Churches United for Fair Housing,In-Kind,"$8,800.00"
2022,Homeless Services (Department of),"St. Lucia Church, Brooklyn",In-Kind,"$12,000.00"
2022,Homeless Services (Department of),MFTA,In-Kind,"$12,500.00"
2022,Homeless Services (Department of),VOA Operation Backpack,In-Kind,"$418,150.00"
2022,Homeless Services (Department of),YNCCA,In-Kind,"$5,000.00"
2022,Homeless Services (Department of),Lions International Ozone Park,In-Kind,"$12,000.00"
2022,Homeless Services (Department of),Lions International Ozone Park,In-Kind,"$7,000.00"
2022,Homeless Services (Department of) / Human Resources Administration,AT&T,In-Kind,"$24,800.00"
2022,Housing Authority,DCAS,In Kind,"$2,043,362.00"
2022,Housing Authority,New York State Homeland Security and Emergency Services,In Kind,"$50,302.00"
2022,Housing Authority,"Nixon Peabody, LLP",In Kind (Legal Services),"$62,339.00"
2022,Housing Authority,Big Apple Circus,In Kind,"$22,500.00"
2022,Housing Authority,St. George Theater,In Kind,"$15,996.00"
2022,Housing Authority,Wollman,In Kind,"$10,000.00"
2022,Housing Authority,Wildlife Conservation Society-Bronx Zoo,In Kind,"$13,475.00"
2022,Housing Authority,Wildlife Conservation Society- Brooklyn Aquarium,In Kind,"$5,990.00"
2022,Housing Authority,U.S. Dept of Housing and Urban Development,Money,"$1,086,500.00"
2022,Housing Authority,NYC Mammas Give Back,In Kind,"$50,000.00"
2022,Housing Authority,Baby2Baby,In Kind,"$200,000.00"
2022,Housing Development Corporation,No donations to report,,
2022,Housing Preservation and Development (Department of),New York Housing Conference,In-Kind,"$23,000.00"
2022,Housing Preservation and Development (Department of),New York State Association for Affordable Housing,In-Kind,"$18,600.00"
2022,Housing Preservation and Development (Department of),Supportive Housing Network of New York,In-Kind,"$8,225.00"
2022,Housing Preservation and Development (Department of),Real Estate Board of New York,In-Kind,"$7,000.00"
2022,Housing Preservation and Development (Department of),New York Real Estate Chamber,In-Kind,"$5,000.00"
2022,Human Resources Administration,No donations to report,,
2022,Human Rights Commission,No donations to report,,
2022,Independent Budget Office,No donations to report,,
2022,Information Technology and Telecommunications (Department of),"ESRI, Inc.",In Kind,"$12,183.00"
2022,Investigation (Department of),No donations to report,,
2022,Labor Relations (Office of),No donations to report,,
2022,Landmarks Preservation Commission,Durst Organization and DOLP 114 Properties II LLC,In-Kind,"The value of the gift is $4,931 per month for ten years starting on December 26, 2013."
2022,Law Department,Baker Hostetler,In-Kind,"$126,863.00"
2022,Law Department,Debevoise & Plimpton,In-Kind,"$524,237.00"
2022,Law Department,Goulston & Storrs,In-Kind,"$5,475.00"
2022,Law Department,Hughes Hubbard,In-Kind,"$34,086.00"
2022,Law Department,Jones Day,In-Kind,"$28,018.00"
2022,Law Department,Kramer Levin Naftalis & Frankel,In-Kind,"$138,038.00"
2022,Law Department,O’Melveny & Myers,In-Kind,"$75,000.00"
2022,Law Department,Patterson Belknap Webb & Tyler,In-Kind,"$227,613.00"
2022,Law Department,Proskauer,In-Kind,"$183,343.00"
2022,Law Department,Seyfarth & Shaw,In-Kind,"$13,973.00"
2022,Law Department,"Weil, Gotshal & Manges",In-Kind,"$82,187.00"
2022,Management and Budget (Office of),No donations to report,,
2022,Mayor's Office,NYPL,In-kind,"$10,000.00"
2022,Mayor's Office,Hudson River Park Friends,In-kind,"$5,000.00"
2022,Mayor's Office,"Alvarez & Marsal Public Sector Services, LLC",In-kind,"$1,000,000.00"
2022,Mayor's Office,Government of South Korea,In-Kind,"$11,770.67"
2022,Mayor's Office,Mayor's Fund,Money,"$40,000.00"
2022,Mayor's Office,Mayor's Fund,Money,"$426,949.21"
2022,Mayor's Office,Mayor's Office Employees - In Kind donations,In Kind,"$9,630.00"
2022,Mayor's Office,Corporate Employees - In Kind donations,In- Kind,"$156,780.00"
2022,Mayor's Office,Mayor's Fund - Secret Snowflake,Money,"$5,000.00"
2022,Mayor's Office,Citi Foundation,Money,"$126,190.00"
2022,Mayor's Office,Workforce Development Corporation,Money,"$19,954.50"
2022,Mayor's Office,Mayor's Fund,Money,"$276,950.00"
2022,Mayor's Office,Apollo,In-Kind,"$8,850.96"
2022,Mayor's Office,BATW Corp. dba Focus New York,In-Kind,"$7,850.00"
2022,Mayor's Office,Chong Lou USA Headquarter,In-Kind,"$5,000.00"
2022,Mayor's Office,Congee Dim Sum House,In-Kind,"$5,000.00"
2022,Mayor's Office,My Sales LLC,In-Kind,"$14,460.00"
2022,Mayor's Office,New York Public Library,In-Kind,"$35,000.00"
2022,Mayor's Office,Relay of Love Foundation,In-Kind,"$7,200.00"
2022,Mayor's Office,Salsa Caterers & Special Events,In-Kind,"$12,570.00"
2022,Mayor's Office,Mayor’s Fund,Money,"$60,000.00"
2022,Mayor's Office,Fund for the City of New York,Money,"$50,000.00"
2022,Mayor's Office,Mayor's Fund,In-Kind,"$21,513.22"
2022,Mayor's Office,Mayor's Fund,In-Kind,"$5,249.25"
2022,Mayor's Office,GYODER,In-Kind,"$7,977.80"
2022,Mayor's Office of Contract Services,No donations to report,,
2022,Mayor's Office of Media and Entertainment,No donations to report,,
2022,Parks and Recreation (Department of),"19 India Fee Owner, LLC",In-Kind,"$3,338,000.00"
2022,Parks and Recreation (Department of),"2099 Productions, LLC",Money,"$15,000.00"
2022,Parks and Recreation (Department of),20th Century Fox Film Corporation,Money,"$16,147.75"
2022,Parks and Recreation (Department of),20th Television Production Company,Money,"$17,500.00"
2022,Parks and Recreation (Department of),"438-444 Eleventh Avenue TRS, LLC",Good,"$2,588,000.00"
2022,Parks and Recreation (Department of),"ABC Studios New York, LLC",Money,"$26,500.00"
2022,Parks and Recreation (Department of),Adrienne Adams,Money,"$10,000.00"
2022,Parks and Recreation (Department of),And Just Like That Productions,Money,"$5,000.00"
2022,Parks and Recreation (Department of),"Anonymous Content, LLC",Money,"$55,000.00"
2022,Parks and Recreation (Department of),"Apple Studios, LLC",Money,"$19,000.00"
2022,Parks and Recreation (Department of),"Big Indie Hond, Inc",Money,"$15,000.00"
2022,Parks and Recreation (Department of),"Big Indie Smith, Inc.",Money,"$8,000.00"
